TRAVEL_ID,VISIT_AREA_NM,SI,Dong_Eup,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,DGSTFN_div_mean,REVISIT_INTENTION_div_mean,RCMDTN_INTENTION_div_mean,new_variable,RESIDENCE_TIME_MIN_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean
a_a003788,장안사,제주,도두동,2,5.0,3.0,3.0,30.0,0,a003788,5,남,20,3,2,2,6,6,2,2,3,1,1.0,1,0,1.25,1.1538461538461537,1.0,0.21476914619515267,30.0,0.0,0.0
a_a003788,바이크제주,제주,용담이동,5,3.0,2.0,3.0,30.0,1,a003788,5,남,20,3,2,2,6,6,2,2,3,1,1.0,1,0,0.75,0.7692307692307692,1.0,-0.2670077496093866,30.0,0.5,0.0
a_a003788,제주동문시장,제주,일도일동,4,5.0,3.0,4.0,60.0,1,a003788,5,남,20,3,2,2,6,6,2,2,3,1,1.0,1,0,1.25,1.1538461538461537,1.3333333333333333,0.4103286553888179,51.85929648241206,0.5527638190954773,1.4221105527638191
a_a003788,바이크제주,제주,용담이동,5,3.0,3.0,3.0,30.0,0,a003788,5,남,20,3,2,2,6,6,2,2,3,1,1.0,1,0,0.75,1.1538461538461537,1.0,-0.005814732538217596,30.0,0.5,0.0
a_a003788,용두암,제주,용담2동,1,4.0,2.0,2.0,30.0,1,a003788,5,남,20,3,2,2,6,6,2,2,3,1,1.0,1,0,1.0,0.7692307692307692,0.6666666666666666,-0.3522753194363667,32.58620689655172,0.41379310344827586,1.793103448275862
a_a004595,제주동문시장,제주,일도일동,4,4.0,3.0,4.0,120.0,0,a004595,1,여,30,5,1,7,1,5,6,6,1,1,6.0,1,2,0.8888888888888888,0.75,0.8888888888888888,-0.28398060387934176,51.85929648241206,0.5527638190954773,1.4221105527638191
a_a004595,성산일출봉,서귀포,성산읍,1,5.0,5.0,5.0,150.0,1,a004595,1,여,30,5,1,7,1,5,6,6,1,1,6.0,1,2,1.1111111111111112,1.25,1.1111111111111112,0.28398060387934176,65.390625,0.578125,1.5625
a_a012195,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,90.0,0,a012195,26,여,30,4,3,3,3,3,3,6,2,5,2.0,3,7,1.1111111111111112,1.1764705882352942,1.1764705882352942,0.27239164653606246,57.84,0.564,1.608
a_a012195,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,60.0,0,a012195,26,여,30,4,3,3,3,3,3,6,2,5,2.0,3,7,0.8888888888888888,0.9411764705882353,0.9411764705882353,-0.12347630865770531,53.96396396396396,0.5255255255255256,1.6396396396396395
a_a012195,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,30.0,0,a012195,26,여,30,4,3,3,3,3,3,6,2,5,2.0,3,7,0.8888888888888888,0.9411764705882353,0.9411764705882353,-0.12347630865770531,53.96396396396396,0.5255255255255256,1.6396396396396395
a_a012195,목장카페 밭디,서귀포,표선면,4,5.0,4.0,4.0,60.0,0,a012195,26,여,30,4,3,3,3,3,3,6,2,5,2.0,3,7,1.1111111111111112,0.9411764705882353,0.9411764705882353,-0.0254390292206518,87.27272727272727,0.0,2.4545454545454546
b_b001930,할머니떡집,서귀포,서귀동,4,4.0,4.0,4.0,0.0,0,b001930,10,여,20,4,3,1,1,1,1,3,1,6,6.0,5,0,1.2,1.2,1.2,0.3413896258865551,0.0,0.0,0.0
b_b001930,우정회센타,서귀포,서귀동,4,2.0,2.0,2.0,30.0,1,b001930,10,여,20,4,3,1,1,1,1,3,1,6,6.0,5,0,0.6,0.6,0.6,-0.6827792517731104,15.0,0.5,2.5
b_b001930,서귀포매일올레시장,서귀포,서귀동,4,4.0,4.0,4.0,60.0,0,b001930,10,여,20,4,3,1,1,1,1,3,1,6,6.0,5,0,1.2,1.2,1.2,0.3413896258865551,53.96396396396396,0.5255255255255256,1.6396396396396395
d_d000002,쇠소깍,서귀포,하효동,1,3.0,3.0,3.0,30.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,0.8076923076923077,0.84,0.8076923076923077,-0.306319042226171,57.16981132075472,0.3584905660377358,1.679245283018868
d_d000002,해녀박물관,제주,구좌읍,2,3.0,3.0,3.0,60.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,0.8076923076923077,0.84,0.8076923076923077,-0.306319042226171,53.75,0.125,1.375
d_d000002,김녕해수욕장,제주,구좌읍,1,5.0,5.0,5.0,60.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,1.346153846153846,1.4,1.346153846153846,0.627433682578232,69.76744186046511,0.3372093023255814,1.430232558139535
d_d000002,협재해수욕장,제주,한림읍,1,4.0,4.0,4.0,240.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,1.0769230769230769,1.1199999999999999,1.0769230769230769,0.16055732017603047,66.61764705882354,0.5343137254901961,1.4754901960784315
d_d000002,제주제트 중문점,서귀포,대포동,5,5.0,5.0,5.0,60.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,1.346153846153846,1.4,1.346153846153846,0.627433682578232,55.0,0.0,1.3333333333333333
d_d000002,제주민속촌,서귀포,표선면,2,3.0,3.0,3.0,60.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,0.8076923076923077,0.84,0.8076923076923077,-0.306319042226171,93.75,0.125,1.6875
d_d000002,아르떼뮤지엄 제주,제주,애월읍,3,3.0,2.0,3.0,60.0,0,d000002,5,남,40,5,5,3,3,2,6,6,2,3,3.0,2,2,0.8076923076923077,0.5599999999999999,0.8076923076923077,-0.496467558653982,80.14285714285714,0.02857142857142857,1.3571428571428572
d_d000007,절물자연휴양림,제주,봉개동,1,4.0,5.0,5.0,30.0,1,d000007,1,남,40,5,3,2,2,4,3,3,2,5,6.0,4,2,0.8888888888888888,1.0,1.0,-0.049018639718526755,80.0,0.18518518518518517,1.8518518518518519
d_d000007,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,5.0,5.0,270.0,0,d000007,1,남,40,5,3,2,2,4,3,3,2,5,6.0,4,2,1.1111111111111112,1.0,1.0,0.049018639718526755,157.86885245901638,0.3114754098360656,2.0163934426229506
d_d000010,GS25 제주조수점,제주,한경면,4,4.0,4.0,3.0,30.0,0,d000010,2,남,40,5,1,2,4,3,4,6,2,6,2.0,1,3,0.8695652173913044,0.8695652173913044,0.6818181818181818,-0.3327925625746201,30.0,0.0,3.0
d_d000010,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,5.0,5.0,150.0,0,d000010,2,남,40,5,1,2,4,3,4,6,2,6,2.0,1,3,1.0869565217391306,1.0869565217391306,1.1363636363636362,0.17741636538451994,157.86885245901638,0.3114754098360656,2.0163934426229506
d_d000010,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,30.0,0,d000010,2,남,40,5,1,2,4,3,4,6,2,6,2.0,1,3,1.0869565217391306,1.0869565217391306,1.1363636363636362,0.17741636538451994,66.61764705882354,0.5343137254901961,1.4754901960784315
d_d000010,보문사,서귀포,안덕면,2,4.0,4.0,4.0,30.0,1,d000010,2,남,40,5,1,2,4,3,4,6,2,6,2.0,1,3,0.8695652173913044,0.8695652173913044,0.9090909090909091,-0.1994565335789392,40.0,0.3333333333333333,1.3333333333333333
d_d000010,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,60.0,0,d000010,2,남,40,5,1,2,4,3,4,6,2,6,2.0,1,3,1.0869565217391306,1.0869565217391306,1.1363636363636362,0.17741636538451994,62.69230769230769,0.4358974358974359,1.7179487179487178
d_d000017,퍼시픽리솜 요트투어샹그릴라,서귀포,색달동,1,5.0,5.0,5.0,90.0,1,d000017,23,여,40,12,4,1,1,1,1,4,7,4,2.0,5,2,1.0,1.0,1.0,0.0,75.0,0.5,2.5
d_d000017,아르떼뮤지엄 제주,제주,애월읍,3,5.0,5.0,5.0,60.0,0,d000017,23,여,40,12,4,1,1,1,1,4,7,4,2.0,5,2,1.0,1.0,1.0,0.0,80.14285714285714,0.02857142857142857,1.3571428571428572
d_d000022,대정오일시장,서귀포,대정읍,4,3.0,3.0,3.0,60.0,0,d000022,5,남,40,5,1,1,1,7,6,1,6,5,3.0,2,4,0.6923076923076924,0.6923076923076924,0.6923076923076924,-0.5252148090562385,60.0,0.0,1.75
d_d000022,제주오름승마랜드,제주,조천읍,5,5.0,5.0,5.0,30.0,0,d000022,5,남,40,5,1,1,1,7,6,1,6,5,3.0,2,4,1.153846153846154,1.153846153846154,1.153846153846154,0.26260740452811954,30.0,0.0,4.0
d_d000022,포레스트사파리,제주,조천읍,3,5.0,5.0,5.0,90.0,0,d000022,5,남,40,5,1,1,1,7,6,1,6,5,3.0,2,4,1.153846153846154,1.153846153846154,1.153846153846154,0.26260740452811954,75.0,0.0,5.0
d_d000025,카멜리아힐,서귀포,안덕면,1,5.0,4.0,4.0,60.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,1.0606060606060606,0.9032258064516129,0.9333333333333333,-0.07809399531984842,81.57894736842105,0.22807017543859648,2.017543859649123
d_d000025,함덕해수욕장,제주,조천읍,1,4.0,4.0,4.0,60.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,0.8484848484848485,0.9032258064516129,0.9333333333333333,-0.17167503478249033,57.84,0.564,1.608
d_d000025,제주제트 중문점,서귀포,대포동,5,5.0,5.0,5.0,60.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,1.0606060606060606,1.129032258064516,1.1666666666666667,0.212143238880081,55.0,0.0,1.3333333333333333
d_d000025,제주동문재래시장,제주,이도일동,4,5.0,5.0,4.0,90.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,1.0606060606060606,1.129032258064516,0.9333333333333333,0.07525158244451528,53.829787234042556,0.6170212765957447,1.4042553191489362
d_d000025,협재해수욕장,제주,한림읍,1,5.0,4.0,4.0,90.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,1.0606060606060606,0.9032258064516129,0.9333333333333333,-0.07809399531984842,66.61764705882354,0.5343137254901961,1.4754901960784315
d_d000025,제주레포츠랜드,제주,조천읍,5,4.0,4.0,4.0,90.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,0.8484848484848485,0.9032258064516129,0.9333333333333333,-0.17167503478249033,55.0,0.0,2.5
d_d000025,스누피가든,제주,구좌읍,6,5.0,5.0,5.0,210.0,0,d000025,5,남,20,1,6,1,2,3,5,6,3,6,3.0,3,1,1.0606060606060606,1.129032258064516,1.1666666666666667,0.212143238880081,129.14634146341464,0.0975609756097561,1.6341463414634145
d_d000030,협재해수욕장,제주,한림읍,1,3.0,3.0,2.0,150.0,0,d000030,5,남,20,4,4,1,1,2,5,2,5,5,3.0,2,1,0.8,1.0,0.7272727272727273,-0.24823678628816506,66.61764705882354,0.5343137254901961,1.4754901960784315
d_d000030,노형수퍼마켙,제주,해안동,3,5.0,4.0,4.0,120.0,0,d000030,5,남,20,4,4,1,1,2,5,2,5,5,3.0,2,1,1.3333333333333333,1.3333333333333333,1.4545454545454546,0.6400952586086216,80.23255813953489,0.023255813953488372,1.4883720930232558
d_d000030,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,4.0,4.0,150.0,0,d000030,5,남,20,4,4,1,1,2,5,2,5,5,3.0,2,1,1.3333333333333333,1.3333333333333333,1.4545454545454546,0.6400952586086216,157.86885245901638,0.3114754098360656,2.0163934426229506
d_d000030,서귀포매일올레시장,서귀포,서귀동,4,2.0,1.0,1.0,60.0,0,d000030,5,남,20,4,4,1,1,2,5,2,5,5,3.0,2,1,0.5333333333333333,0.3333333333333333,0.36363636363636365,-1.0319537309290783,53.96396396396396,0.5255255255255256,1.6396396396396395
d_d000036,천제연폭포,서귀포,중문동,1,4.0,4.0,4.0,60.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,0.96,1.0434782608695652,1.0,0.011879456848505972,67.24137931034483,0.1724137931034483,1.4827586206896552
d_d000036,아쿠아플라넷 제주,서귀포,성산읍,6,5.0,5.0,5.0,180.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,1.2,1.3043478260869565,1.25,0.44158635341882646,157.86885245901638,0.3114754098360656,2.0163934426229506
d_d000036,테디베어뮤지엄 제주점,서귀포,색달동,3,4.0,4.0,4.0,90.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,0.96,1.0434782608695652,1.0,0.011879456848505972,62.72727272727273,0.36363636363636365,2.090909090909091
d_d000036,섭지코지,서귀포,성산읍,1,4.0,3.0,4.0,30.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,0.96,0.7826086956521738,1.0,-0.16527754603454786,61.0,0.39166666666666666,1.65
d_d000036,신양섭지해수욕장,서귀포,성산읍,1,4.0,4.0,4.0,0.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,0.96,1.0434782608695652,1.0,0.011879456848505972,63.0,0.2,2.4
d_d000036,서귀포매일올레시장,서귀포,서귀동,4,4.0,3.0,3.0,30.0,0,d000036,2,남,20,2,4,2,4,2,2,5,1,4,7.0,4,1,0.96,0.7826086956521738,0.75,-0.3119471779297968,53.96396396396396,0.5255255255255256,1.6396396396396395
d_d000039,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,30.0,1,d000039,2,여,30,4,1,1,6,1,1,1,1,7,7.0,2,3,1.1111111111111112,1.4285714285714286,1.25,0.486731919207364,57.84,0.564,1.608
d_d000039,제주항공우주박물관,서귀포,안덕면,2,4.0,2.0,3.0,60.0,1,d000039,2,여,30,4,1,1,6,1,1,1,1,7,7.0,2,3,0.8888888888888888,0.5714285714285714,0.75,-0.486731919207364,121.2,0.2,2.32
d_d000041,함덕해수욕장,제주,조천읍,1,5.0,5.0,5.0,240.0,1,d000041,5,여,50,1,4,1,1,6,6,4,4,6,3.0,1,7,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030855,57.84,0.564,1.608
d_d000041,제주동문재래시장,제주,이도일동,4,5.0,5.0,5.0,90.0,1,d000041,5,여,50,1,4,1,1,6,6,4,4,6,3.0,1,7,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.18966090327030855,53.829787234042556,0.6170212765957447,1.4042553191489362
d_d000041,함덕해수욕장,제주,조천읍,1,4.0,4.0,4.0,300.0,1,d000041,5,여,50,1,4,1,1,6,6,4,4,6,3.0,1,7,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030855,57.84,0.564,1.608
d_d000041,함덕해수욕장 잔디광장,제주,조천읍,1,4.0,4.0,4.0,60.0,1,d000041,5,여,50,1,4,1,1,6,6,4,4,6,3.0,1,7,0.8888888888888888,0.8888888888888888,0.8888888888888888,-0.18966090327030855,60.0,1.0,7.0
d_d000043,세계조가비박물관,서귀포,서홍동,2,3.0,1.0,3.0,30.0,0,d000043,4,여,30,3,2,4,1,1,2,6,3,6,1.0,2,2,0.7058823529411765,0.26666666666666666,0.7058823529411765,-0.8003157501120887,40.0,0.0,3.3333333333333335
d_d000043,금능해수욕장,제주,한림읍,1,5.0,5.0,5.0,0.0,1,d000043,4,여,30,3,2,4,1,1,2,6,3,6,1.0,2,2,1.1764705882352942,1.3333333333333333,1.1764705882352942,0.40775191999951566,62.69230769230769,0.4358974358974359,1.7179487179487178
d_d000043,절물자연휴양림,제주,봉개동,1,5.0,5.0,5.0,60.0,0,d000043,4,여,30,3,2,4,1,1,2,6,3,6,1.0,2,2,1.1764705882352942,1.3333333333333333,1.1764705882352942,0.40775191999951566,80.0,0.18518518518518517,1.8518518518518519
d_d000043,쇠소깍,서귀포,하효동,1,4.0,4.0,4.0,30.0,0,d000043,4,여,30,3,2,4,1,1,2,6,3,6,1.0,2,2,0.9411764705882353,1.0666666666666667,0.9411764705882353,-0.01518808988694266,57.16981132075472,0.3584905660377358,1.679245283018868
d_d000045,국립제주박물관,제주,건입동,2,4.0,2.0,4.0,90.0,0,d000045,24,남,40,8,2,2,2,4,5,3,4,2,2.0,1,0,0.9523809523809523,0.5555555555555556,0.9523809523809523,-0.35076810314165585,67.89473684210526,0.05263157894736842,1.1578947368421053
d_d000045,교래자연휴양림,제주,조천읍,1,5.0,5.0,5.0,60.0,0,d000045,24,남,40,8,2,2,2,4,5,3,4,2,2.0,1,0,1.1904761904761905,1.3888888888888888,1.1904761904761905,0.45987540647629044,55.714285714285715,0.0,0.7142857142857143
d_d000045,제주한잔세화,제주,구좌읍,4,4.0,4.0,4.0,0.0,0,d000045,24,남,40,8,2,2,2,4,5,3,4,2,2.0,1,0,0.9523809523809523,1.1111111111111112,0.9523809523809523,0.026510699294477254,0.0,0.0,0.0
d_d000045,해녀박물관,제주,구좌읍,2,4.0,3.0,4.0,60.0,0,d000045,24,남,40,8,2,2,2,4,5,3,4,2,2.0,1,0,0.9523809523809523,0.8333333333333333,0.9523809523809523,-0.16212870192358936,53.75,0.125,1.375
d_d000045,마방목지,제주,용강동,1,4.0,4.0,4.0,0.0,0,d000045,24,남,40,8,2,2,2,4,5,3,4,2,2.0,1,0,0.9523809523809523,1.1111111111111112,0.9523809523809523,0.026510699294477254,25.714285714285715,0.42857142857142855,1.0
d_d000048,중문대포주상절리대,서귀포,중문동,1,4.0,3.0,3.0,30.0,0,d000048,22,여,20,4,2,2,2,3,2,6,6,4,2.0,6,1,0.8888888888888888,0.75,0.75,-0.36546373271003557,48.28125,0.328125,1.703125
d_d000048,협재해수욕장,제주,한림읍,1,5.0,5.0,5.0,90.0,0,d000048,22,여,20,4,2,2,2,3,2,6,6,4,2.0,6,1,1.1111111111111112,1.25,1.25,0.36546373271003557,66.61764705882354,0.5343137254901961,1.4754901960784315
d_d000068,수목원테마파크,제주,연동,6,4.0,4.0,4.0,90.0,1,d000068,2,여,30,6,6,6,4,5,5,4,7,3,3.0,2,2,1.0,1.0,1.0,0.0,96.42857142857143,0.14285714285714285,1.4285714285714286
d_d000068,한라수목원,제주,연동,1,4.0,4.0,4.0,60.0,0,d000068,2,여,30,6,6,6,4,5,5,4,7,3,3.0,2,2,1.0,1.0,1.0,0.0,52.5,0.21875,1.375
d_d000072,국립제주박물관,제주,건입동,2,4.0,3.0,4.0,90.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,1.1428571428571428,1.0909090909090908,1.3333333333333333,0.3203200058537875,67.89473684210526,0.05263157894736842,1.1578947368421053
d_d000072,에코랜드테마파크,제주,조천읍,6,4.0,4.0,4.0,120.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,1.1428571428571428,1.4545454545454546,1.3333333333333333,0.567266131084711,135.0,0.3157894736842105,2.8157894736842106
d_d000072,금능해수욕장,제주,한림읍,1,4.0,4.0,4.0,120.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,1.1428571428571428,1.4545454545454546,1.3333333333333333,0.567266131084711,62.69230769230769,0.4358974358974359,1.7179487179487178
d_d000072,제주항공우주박물관,서귀포,안덕면,2,4.0,3.0,3.0,150.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,1.1428571428571428,1.0909090909090908,1.0,0.1247604966601223,121.2,0.2,2.32
d_d000072,한라수목원,제주,연동,1,2.0,2.0,1.0,30.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,0.5714285714285714,0.7272727272727273,0.3333333333333333,-0.7654005083676977,52.5,0.21875,1.375
d_d000072,서프라이즈테마파크,제주,조천읍,6,3.0,1.0,2.0,60.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,0.8571428571428571,0.36363636363636365,0.6666666666666666,-0.6907391937001729,67.5,0.0,2.5
d_d000072,수목원테마파크,제주,연동,6,3.0,3.0,3.0,180.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,0.8571428571428571,1.0909090909090908,1.0,-0.0012874340446607214,96.42857142857143,0.14285714285714285,1.4285714285714286
d_d000072,제주해양동물박물관,서귀포,성산읍,2,4.0,2.0,3.0,60.0,0,d000072,2,남,40,8,4,5,2,2,5,4,2,4,3.0,2,4,1.1428571428571428,0.7272727272727273,1.0,-0.12218562857080112,60.0,0.0,3.0
d_d000074,세계조가비박물관,서귀포,서홍동,2,4.0,3.0,3.0,30.0,0,d000074,2,남,40,12,3,4,2,4,3,3,5,3,3.0,1,4,0.9523809523809523,0.7894736842105263,0.75,-0.31064642969026496,40.0,0.0,3.3333333333333335
d_d000074,중문대포주상절리대,서귀포,중문동,1,5.0,5.0,5.0,30.0,0,d000074,2,남,40,12,3,4,2,4,3,3,5,3,3.0,1,4,1.1904761904761905,1.3157894736842106,1.25,0.445154799714766,48.28125,0.328125,1.703125
d_d000074,세계자동차&피아노박물관,서귀포,안덕면,2,4.0,4.0,4.0,120.0,0,d000074,2,남,40,12,3,4,2,4,3,3,5,3,3.0,1,4,0.9523809523809523,1.0526315789473684,1.0,0.014734213885257476,90.0,0.3333333333333333,1.9166666666666667
d_d000074,제주 유리의성,제주,한경면,6,4.0,3.0,4.0,60.0,0,d000074,2,남,40,12,3,4,2,4,3,3,5,3,3.0,1,4,0.9523809523809523,0.7894736842105263,1.0,-0.16397679779501606,60.0,0.0,4.0
d_d000074,여미지식물원,서귀포,색달동,6,4.0,4.0,4.0,90.0,0,d000074,2,남,40,12,3,4,2,4,3,3,5,3,3.0,1,4,0.9523809523809523,1.0526315789473684,1.0,0.014734213885257476,66.92307692307692,0.3076923076923077,2.3076923076923075
d_d000080,핀크스GC,서귀포,안덕면,5,5.0,5.0,5.0,360.0,1,d000080,5,남,50,11,2,2,6,2,6,6,6,6,1.0,4,3,1.0,1.0,1.0,0.0,480.0,1.0,3.0
d_d000080,서귀포매일올레시장,서귀포,서귀동,4,5.0,5.0,5.0,30.0,1,d000080,5,남,50,11,2,2,6,2,6,6,6,6,1.0,4,3,1.0,1.0,1.0,0.0,53.96396396396396,0.5255255255255256,1.6396396396396395
d_d000080,핀크스GC,서귀포,안덕면,5,5.0,5.0,5.0,420.0,1,d000080,5,남,50,11,2,2,6,2,6,6,6,6,1.0,4,3,1.0,1.0,1.0,0.0,480.0,1.0,3.0
d_d000080,핀크스GC,서귀포,안덕면,5,5.0,5.0,5.0,660.0,1,d000080,5,남,50,11,2,2,6,2,6,6,6,6,1.0,4,3,1.0,1.0,1.0,0.0,480.0,1.0,3.0
d_d000084,굿다이버,서귀포,강정동,5,3.0,3.0,3.0,30.0,1,d000084,3,남,40,4,3,3,4,3,5,4,2,4,10.0,2,10,0.8999999999999999,0.8999999999999999,0.8999999999999999,-0.17069481294327774,30.0,1.0,10.0
d_d000084,굿다이버,서귀포,강정동,5,3.0,3.0,3.0,30.0,1,d000084,3,남,40,4,3,3,4,3,5,4,2,4,10.0,2,10,0.8999999999999999,0.8999999999999999,0.8999999999999999,-0.17069481294327774,30.0,1.0,10.0
d_d000084,하멜상선전시관,서귀포,안덕면,3,4.0,4.0,4.0,60.0,1,d000084,3,남,40,4,3,3,4,3,5,4,2,4,10.0,2,10,1.2,1.2,1.2,0.3413896258865551,36.0,0.2,2.8
d_d000090,제주항공우주박물관,서귀포,안덕면,2,3.0,2.0,4.0,90.0,0,d000090,23,남,40,6,5,4,6,2,6,6,5,5,9.0,3,3,0.8571428571428571,0.6666666666666666,1.1428571428571428,-0.20558002858821492,121.2,0.2,2.32
d_d000090,산방굴선원,서귀포,안덕면,2,4.0,4.0,4.0,60.0,0,d000090,23,남,40,6,5,4,6,2,6,6,5,5,9.0,3,3,1.1428571428571428,1.3333333333333333,1.1428571428571428,0.3732024650399278,60.0,0.0,3.0
